Title,Location,Price,Area,Room
House Zandtong,5658 AC Eindhoven (Zandrijk),"€1,850 per month",140 m²,140 m²
Apartment Schinkelkade 63 2,1075 VM Amsterdam (Schinkelbuurt),"€1,495 per month",50 m²,50 m²
House Yn 'e Lijte,9001 ZR Grou (Grou),€785 per month,50 m²,50 m²
Apartment Borchmolen,5612 DB Eindhoven (Woenselse Watermolen),"€1,350 per month",75 m²,75 m²
Apartment Keizersgracht 139 4L,1015 CK Amsterdam (Grachtengordel-West),"€1,470 per month",44 m²,44 m²
Apartment Hudsonstraat 134 hs,1057 SR Amsterdam (Hoofdweg e.o.),"€1,500 per month",50 m²,50 m²
Apartment Jan van Duivenvoordestraat,1067 XM Amsterdam (Geuzenveld),"€1,800 per month",70 m²,70 m²
Apartment Hermelijnvlinder 23,1113 LC Diemen (Vlindertuin),"€1,313 per month",85 m²,85 m²
Apartment Croeselaan,3521 CC Utrecht (Dichterswijk),"€1,595 per month",120 m²,120 m²
Apartment Gevers Deynootweg,2586 BL Den Haag (Scheveningen Badplaats),"€1,500 per month",48 m²,48 m²
Apartment Prinsengracht,1016 HG Amsterdam (Jordaan),"€1,875 per month",70 m²,70 m²
Apartment Churchillplein 68,3011 EW Rotterdam (Stadsdriehoek),"€1,650 per month",100 m²,100 m²
Apartment Willem de Zwijgerlaan 32,2582 ER Den Haag (Statenkwartier),"€1,650 per month",105 m²,105 m²
Apartment Pieter de Hoochweg 119 B,3024 BG Rotterdam (Delfshaven),"€1,535 per month",100 m²,100 m²
Apartment Herengracht 268 II,1016 BW Amsterdam (Grachtengordel-West),"€2,250 per month",70 m²,70 m²
Apartment Bronckhorststraat 50 I,1071 WV Amsterdam (Museumkwartier),"€1,995 per month",80 m²,80 m²
Apartment Gerard Doustraat 26 HS,1072 VR Amsterdam (Oude Pijp),"€1,795 per month",60 m²,60 m²
House Gulicksestraat,6133 VW Sittard (Ophoven),€775 per month,75 m²,75 m²
House Miening 12,2381 GL Zoeterwoude (Dorp Noord),"€1,395 per month",58 m²,58 m²
Apartment Kromme Nieuwegracht,3512 HD Utrecht (Nobelstraat en omgeving),"€1,450 per month",72 m²,72 m²
Apartment Schoterstraat 2 005,2021 HH Haarlem (Frans Halsbuurt),"€1,250 per month",40 m²,40 m²
Apartment Mezquitalaan 106,1064 NS Amsterdam (Slotervaart Noord),"€1,750 per month",115 m²,115 m²
Apartment Oldengaarde,1083 TE Amsterdam (Buitenveldert-Oost),"€1,700 per month",80 m²,80 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
House Nieuwstraat,5691 AA Son en Breugel (Son),"€1,475 per month",130 m²,130 m²
Apartment Wassenberghstraat,9718 LJ Groningen (Schildersbuurt),"€1,295 per month",85 m²,85 m²
Apartment Andreasplein 5,1058 GD Amsterdam (Westlandgracht),"€2,650 per month",160 m²,160 m²
Apartment Wijngaardplein,5632 MB Eindhoven (Vaartbroek),"€1,300 per month",109 m²,109 m²
Studio Molenstraat,5014 NC Tilburg (Besterd),€595 per month,25 m²,25 m²
Apartment Lijnmarkt,"3511 KJ Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)","€1,595 per month",70 m²,70 m²
Apartment Dokter Stapenséastraat,2451 AC Leimuiden (Leimuiden),"€1,400 per month",82 m²,82 m²
Apartment Ina Boudier-Bakkerlaan,3582 VA Utrecht (Rubenslaan en omgeving),"€1,250 per month",51 m²,51 m²
House Watertuin,2362 XB Warmond (Warmond buitengebied-Oosteinde),€995 per month,79 m²,79 m²
House Sloterweg 824,1066 CP Amsterdam (Sloter-/Riekerpolder),"€1,950 per month",82 m²,82 m²
Apartment Frerikshuislaan,7602 BD Almelo (Vriezenveenseweg en omgeving Haghoek West),€875 per month,90 m²,90 m²
House Libel,5508 SC Veldhoven (De Kelen),"€1,895 per month",147 m²,147 m²
Apartment Medeaschouw,2726 KR Zoetermeer (De Leyens),"€1,125 per month",65 m²,65 m²
Apartment Max Euweplein,2031 VP Haarlem (Sportliedenbuurt),"€1,399 per month",72 m²,72 m²
House Hoofdstraat,9973 PH Houwerzijl (Houwerzijl),€895 per month,110 m²,110 m²
Apartment Welnapad 28,1096 GK Amsterdam (Omval/Overamstel),"€1,750 per month",85 m²,85 m²
Apartment Brigittenstraat,3512 KJ Utrecht (Nieuwegracht-Oost),"€1,350 per month",54 m²,54 m²
Apartment Vondelstraat 55 Bel,1054 GK Amsterdam (Vondelbuurt),"€1,675 per month",75 m²,75 m²
Apartment Beeklaan 3 2,1403 RD Bussum (Wester Eng),"€1,350 per month",80 m²,80 m²
Apartment Orchideestraat,3051 NL Rotterdam (Hillegersberg Zuid),"€2,300 per month",93 m²,93 m²
Apartment Dorpstraat,6227 BM Maastricht (Heer),"€1,250 per month",85 m²,85 m²
Apartment Bierstraat,3011 XA Rotterdam (Stadsdriehoek),"€1,650 per month",92 m²,92 m²
Apartment Van Speijkstraat 47,2518 EW Den Haag (Zeeheldenkwartier),"€1,100 per month",60 m²,60 m²
Apartment Wilhelminastraat,1054 WP Amsterdam (Overtoomse Sluis),"€1,350 per month",50 m²,50 m²
Apartment Drieschstraat,6412 XX Heerlen (Schandelen),€752 per month,70 m²,70 m²
Apartment Hoogstraat,5615 PT Eindhoven (Schrijversbuurt),"€1,080 per month",58 m²,58 m²
Apartment Hollandse Toren,3511 BN Utrecht (Hoog-Catharijne NS en Jaarbeurs),"€2,450 per month",120 m²,120 m²
Apartment Ten Katestraat 65 2,1053 BZ Amsterdam (Kinkerbuurt),"€1,700 per month",55 m²,55 m²
Apartment Kerklaan 1 A7,1211 PM Hilversum (Sint Vitusbuurt),€895 per month,45 m²,45 m²
Studio Westerstraat,1015 ML Amsterdam (Jordaan),"€1,350 per month",30 m²,30 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Kapittelweg,1216 HS Hilversum (Kerkelanden),"€1,020 per month",60 m²,60 m²
Apartment Gevers Deynootweg,2586 BL Den Haag (Scheveningen Badplaats),"€1,350 per month",34 m²,34 m²
Apartment Wierdensestraat 210,7604 BR Almelo (Verspreide huizen wijk 14),€950 per month,130 m²,130 m²
Apartment Palmstraat 2,3572 TC Utrecht (Wittevrouwen),"€1,750 per month",65 m²,65 m²
Apartment Plantage Doklaan 21,1018 CM Amsterdam (Weesperbuurt/Plantage),"€2,100 per month",87 m²,87 m²
Apartment Segbroeklaan,2565 DT Den Haag (Bomenbuurt),"€1,950 per month",90 m²,90 m²
Apartment Schippersstraat,1011 BB Amsterdam (Nieuwmarkt/Lastage),"€1,600 per month",50 m²,50 m²
Apartment De Lairessestraat,1071 PL Amsterdam (Museumkwartier),"€2,100 per month",80 m²,80 m²
Apartment Minervaplein 30 I,1077 TS Amsterdam (Apollobuurt),"€2,250 per month",110 m²,110 m²
House Gortstraat,4331 LB Middelburg (Markt),"€1,495 per month",111 m²,111 m²
Apartment Menno van Coehoornstraat,4811 AV Breda (Station),"€1,275 per month",105 m²,105 m²
House Laarstraat,5582 HL Waalre (Voldijn),"€3,500 per month",275 m²,275 m²
Apartment KNSM-laan 685,1019 LH Amsterdam (Oostelijk Havengebied),"€1,850 per month",106 m²,106 m²
Apartment Afroditekade,1076 DP Amsterdam (Stadionbuurt),"€1,850 per month",89 m²,89 m²
Apartment van Arembergelaan 71,2274 BP Voorburg (Voorburg Noord noord),€775 per month,35 m²,35 m²
Apartment Schinkelwaard,1824 DS Alkmaar (Huiswaard-2-Oost),€633 per month,35 m²,35 m²
Apartment Van Lennepweg 52,2597 LK Den Haag (Westbroekpark),"€4,500 per month",190 m²,190 m²
Apartment Henri Hermanslaan,6162 GC Geleen (Geleen-Noord),€790 per month,85 m²,85 m²
Apartment Stalpaertstraat 111,1222 HT Hilversum (Noord),€995 per month,50 m²,50 m²
Apartment Van Diemenstraat,2518 VD Den Haag (Zeeheldenkwartier),"€1,495 per month",85 m²,85 m²
Studio Arent Janszoon Ernststraat,1082 LD Amsterdam (Buitenveldert-West),"€2,000 per month",30 m²,30 m²
Apartment Boutenslaan 51,5644 TS Eindhoven (Genneperzijde),"€1,200 per month",70 m²,70 m²
Apartment Biesbosch,1181 JB Amstelveen (Vredeveldbuurt),"€1,600 per month",85 m²,85 m²
Apartment Letterhout 98,1507 EG Zaandam (Westerspoor),€920 per month,35 m²,35 m²
Apartment Biltstraat 347,3572 AS Utrecht (Buiten Wittevrouwen),"€1,350 per month",60 m²,60 m²
House Sibculobrink,7544 AB Enschede (Wesselerbrink Noord-West),"€1,235 per month",148 m²,148 m²
Apartment Peppelweg,3052 GK Rotterdam (Schiebroek),"€1,250 per month",62 m²,62 m²
House Frankenslag,2582 JC Den Haag (Statenkwartier),"€6,500 per month",265 m²,265 m²
Apartment Jacob Obrechtstraat 1 II+III,1071 KC Amsterdam (Museumkwartier),"€3,500 per month",125 m²,125 m²
Apartment Alberdingk Thijmstraat 30 HS,1054 AK Amsterdam (Helmersbuurt),"€2,000 per month",78 m²,78 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Ravelingsteeg 8 A,2011 EL Haarlem (Heiliglanden),"€1,350 per month",51 m²,51 m²
Apartment Pretoriusstraat,1092 GH Amsterdam (Transvaalbuurt),"€1,450 per month",50 m²,50 m²
Apartment Coosje Buskenstraat,4381 LG Vlissingen (Oude Binnenstad),"€1,100 per month",61 m²,61 m²
Apartment Achter de Comedie,6211 GZ Maastricht (Binnenstad),"€1,200 per month",110 m²,110 m²
Apartment Schedeldoekshaven,2511 EZ Den Haag (Uilebomen),"€1,375 per month",74 m²,74 m²
Apartment Schedeldoekshaven,2511 EX Den Haag (Uilebomen),€995 per month,57 m²,57 m²
Apartment Schedeldoekshaven,2511 EZ Den Haag (Uilebomen),"€1,775 per month",114 m²,114 m²
Apartment Schedeldoekshaven,2511 EX Den Haag (Uilebomen),"€1,195 per month",74 m²,74 m²
Apartment Schedeldoekshaven,2511 EX Den Haag (Uilebomen),"€1,145 per month",77 m²,77 m²
Apartment Schedeldoekshaven,2511 EZ Den Haag (Uilebomen),"€1,305 per month",78 m²,78 m²
Apartment Schedeldoekshaven,2511 EZ Den Haag (Uilebomen),"€1,305 per month",74 m²,74 m²
House Slagveld,3231 AN Brielle (Brielle),"€2,495 per month",120 m²,120 m²
Apartment Hortensialaan,1431 VC Aalsmeer (Stommeer),"€1,395 per month",64 m²,64 m²
House Leenderweg,5643 AL Eindhoven (Kruidenbuurt),"€1,545 per month",114 m²,114 m²
House IJsseldijk-Noord,2935 BH Ouderkerk aan den IJssel (Verspr. huizen Ouderkerk Noord),"€1,595 per month",150 m²,150 m²
Apartment Burgemeester van Alphenstraat,2041 KE Zandvoort (Boulevard Noord),"€1,500 per month",64 m²,64 m²
Apartment Edisonstraat,3553 BR Utrecht (Elinkwijk en omgeving),€925 per month,40 m²,40 m²
Apartment Engelandlaan,2711 DX Zoetermeer (Stadscentrum),€755 per month,47 m²,47 m²
Apartment Brede Haven,5211 TL Den Bosch (Binnenstad-Centrum),"€2,100 per month",142 m²,142 m²
Apartment Engelandlaan,2711 DW Zoetermeer (Stadscentrum),€810 per month,50 m²,50 m²
Apartment Stadhouderskade,1073 AZ Amsterdam (Oude Pijp),"€3,250 per month",120 m²,120 m²
House K. de Boerstraat,1444 ET Purmerend (Overwhere-Noord),"€1,500 per month",108 m²,108 m²
House Schippersdam 2,2225 MB Katwijk (Centrum),"€1,175 per month",63 m²,63 m²
Apartment Parmentierweg,2316 ZR Leiden (Stationskwartier),"€1,650 per month",80 m²,80 m²
Apartment De Regent,5611 HW Eindhoven (Witte Dame),"€2,500 per month",104 m²,104 m²
Apartment Welschapsedijk,5652 XN Eindhoven (Lievendaal),"€1,095 per month",69 m²,69 m²
Apartment Korte Prinsengracht,1013 GN Amsterdam (Haarlemmerbuurt),"€2,500 per month",87 m²,87 m²
Apartment Generaal de la Reijlaan 22 B,1404 BT Bussum (Prins Hendrikkwartier),€925 per month,53 m²,53 m²
Apartment Singel,1015 AD Amsterdam (Grachtengordel-West),"€3,500 per month",125 m²,125 m²
Apartment Prinses Beatrixlaan 38,1111 GE Diemen (Centrum Oost),"€1,495 per month",100 m²,100 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Van Suchtelen van de Haarestraat,1068 GV Amsterdam (Osdorp-Oost),"€1,950 per month",101 m²,101 m²
House Frankenhorst,2171 VD Sassenheim (Horsten en Vorsten),€925 per month,48 m²,48 m²
Apartment Piet Heinlaan,2341 SM Oegstgeest (Oudenhof),€975 per month,60 m²,60 m²
Apartment Keizerstraat,2584 BJ Den Haag (Scheveningen Badplaats),"€2,360 per month",133 m²,133 m²
House Flamingohof,1221 LK Hilversum (Kleine Driftbuurt),"€1,795 per month",150 m²,150 m²
Apartment Molenweg,3781 VA Voorthuizen (Centrum Voorthuizen),€660 per month,65 m²,65 m²
House Stationsstraat,3905 JJ Veenendaal (Dragonder-Noord),"€1,550 per month",124 m²,124 m²
Apartment Keizerstraat,2584 BA Den Haag (Oud Scheveningen),"€2,900 per month",162 m²,162 m²
Apartment Schoolstraat,2511 AW Den Haag (Kortenbos),"€2,295 per month",110 m²,110 m²
Apartment Westerdoksdijk 529,1013 BX Amsterdam (Haarlemmerbuurt),"€3,750 per month",128 m²,128 m²
Apartment Leeghwaterkade,2521 DZ Den Haag (Laakhaven-Oost),"€1,600 per month",89 m²,89 m²
Apartment Harstenhoekweg,2587 SG Den Haag (Belgisch Park),"€1,250 per month",71 m²,71 m²
Apartment Harstenhoekweg,2587 SG Den Haag (Belgisch Park),"€1,295 per month",69 m²,69 m²
House Beukenrode,2215 JR Voorhout (De Rodes),"€1,595 per month",130 m²,130 m²
Studio Noordeinde 40,2311 CE Leiden (Academiewijk),"€1,225 per month",65 m²,65 m²
Apartment Marconistraat,3112 EK Schiedam (Rotterdamsedijk),"€1,250 per month",95 m²,95 m²
Apartment Dr. Lelykade,2583 CP Den Haag (Vissershaven),"€1,950 per month",92 m²,92 m²
Apartment Nassaukade 312 hs,1053 LR Amsterdam (Da Costabuurt),"€3,000 per month",145 m²,145 m²
Apartment Veemarkt 21 B,1621 JA Hoorn (Binnenstad - Buurt 10 03),"€1,000 per month",58 m²,58 m²
House Middelburgsestraat,4371 EP Koudekerke (Koudekerke),"€1,295 per month",75 m²,75 m²
Apartment Maagdendries 67 C02,6211 RW Maastricht (Statenkwartier),€940 per month,53 m²,53 m²
House Houtkrocht,2201 PJ Noordwijk (Dorpskern),"€1,425 per month",100 m²,100 m²
House Marcellus Emantslaan,2274 XL Voorburg (Voorburg Midden midden),"€1,350 per month",88 m²,88 m²
Apartment Loosduinseweg,2571 AV Den Haag (Valkenboskwartier),€795 per month,43 m²,43 m²
Apartment Spinradhof,1431 DH Aalsmeer (Centrum),"€1,600 per month",85 m²,85 m²
Apartment Groot Hertoginnelaan,2517 ED Den Haag (Stadhoudersplantsoen),€835 per month,28 m²,28 m²
Apartment Piet Heinstraat,2518 CL Den Haag (Zeeheldenkwartier),"€1,175 per month",57 m²,57 m²
Apartment Van der Heimstraat 69,2613 EA Delft (Olofsbuurt),"€1,550 per month",132 m²,132 m²
Apartment Kleine Houtstraat,2011 DP Haarlem (Binnenstad),"€2,050 per month",90 m²,90 m²
Apartment Woestduinstraat,1058 SZ Amsterdam (Hoofddorppleinbuurt),"€1,650 per month",51 m²,51 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Verenigingstraat,3515 GK Utrecht (Lauwerecht),"€1,495 per month",75 m²,75 m²
Apartment Nachtwachtlaan 200,1058 EG Amsterdam (Overtoomse Veld),"€2,100 per month",100 m²,100 m²
Apartment Pastoor Smitsstraat,5014 RH Tilburg (Hoefstraat Noord),"€1,050 per month",70 m²,70 m²
House Toussaintkade,2513 CJ Den Haag (Kortenbos),"€2,450 per month",150 m²,150 m²
Apartment Prinseneiland,1013 LR Amsterdam (Haarlemmerbuurt),"€1,750 per month",70 m²,70 m²
Apartment Wiborgeiland,1014 ZC Amsterdam (Houthavens),"€2,350 per month",100 m²,100 m²
Apartment Van Boetzelaerstraat,1051 CX Amsterdam (Staatsliedenbuurt),"€1,375 per month",44 m²,44 m²
Studio Herschelstraat,2562 JP Den Haag (Valkenboskwartier),€750 per month,26 m²,26 m²
Apartment Amsterdamseweg,1182 HL Amstelveen (Patrimonium),"€1,450 per month",65 m²,65 m²
Room Utrechtseweg 225,3818 EG Amersfoort (Klein Zwitserland),€975 per month,20 m²,20 m²
Apartment Admiraal De Ruijterweg,1055 MR Amsterdam (Landlust),"€1,750 per month",72 m²,72 m²
Apartment Spekstraat 4 A,2514 BL Den Haag (Voorhout),"€1,495 per month",81 m²,81 m²
House Middelburgsestraat,4371 EP Koudekerke (Koudekerke),"€1,100 per month",80 m²,80 m²
Apartment Cornelis van der Lijnstraat 92,2593 NL Den Haag (Bezuidenhout-Oost),"€1,395 per month",90 m²,90 m²
House Langstraat,4661 SE Halsteren (Jankenberg),"€1,795 per month",120 m²,120 m²
House Pastoor de Witstraat,5061 CP Oisterwijk (Omg. Prinsessen-wijk),"€1,850 per month",123 m²,123 m²
Apartment Jan van Houtkade 3,2311 PC Leiden (Levendaal-West),"€1,850 per month",75 m²,75 m²
Apartment Gerrit van der Veenstraat 111 H,1077 DV Amsterdam (Apollobuurt),"€1,795 per month",80 m²,80 m²
Apartment Stellalunet,6221 JG Maastricht (Wyck),"€1,425 per month",105 m²,105 m²
Apartment Heemstedelaan,3523 KE Utrecht (Nieuw Hoograven-Noord),"€1,575 per month",71 m²,71 m²
Apartment Atjehstraat 103,2585 VJ Den Haag (Archipelbuurt),"€1,600 per month",98 m²,98 m²
House Van der Helststraat,3583 AV Utrecht (Schildersbuurt),"€1,350 per month",70 m²,70 m²
Apartment Hooftskade,2526 KA Den Haag (Schildersbuurt-Noord),"€1,850 per month",103 m²,103 m²
Apartment Van Aerssenstraat,2582 JP Den Haag (Statenkwartier),"€1,350 per month",72 m²,72 m²
Apartment Lisstraat,3037 RA Rotterdam (Liskwartier),"€1,850 per month",112 m²,112 m²
Apartment Zeekant,2586 JJ Den Haag (Belgisch Park),€850 per month,29 m²,29 m²
Apartment Kelloggplaats,3068 JG Rotterdam (Ommoord),"€1,220 per month",99 m²,99 m²
Apartment Goudsesingel,3031 EG Rotterdam (Rubroek),"€1,395 per month",80 m²,80 m²
Apartment Wethouder Frankeweg 32 2,1098 LB Amsterdam (Middenmeer),"€1,525 per month",75 m²,75 m²
Apartment Hereweg 30 16,9725 AD Groningen (Herewegbuurt),"€1,695 per month",100 m²,100 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Room Krekelveldstraat,5912 GB Venlo (Sinselveld),€530 per month,26 m²,26 m²
House Zeezwaluwstraat,2583 RH Den Haag (Duindorp),"€2,250 per month",125 m²,125 m²
Apartment Govert Flinckstraat,1072 EE Amsterdam (Oude Pijp),"€1,375 per month",50 m²,50 m²
House Koepoortsweg 50,1624 AG Hoorn (Hoorn Noord - Buurt 12 02),"€1,650 per month",105 m²,105 m²
Apartment Atjehstraat 113,2585 VJ Den Haag (Archipelbuurt),"€1,525 per month",105 m²,105 m²
Apartment Beethovenhof,4536 AE Terneuzen (Zuiderpark),"€1,100 per month",65 m²,65 m²
Room Van Oldenbarneveldtstraat,6828 ZM Arnhem (Arnhemse Broek),€425 per month,13 m²,13 m²
Apartment Curaçaostraat 117 3,1058 BT Amsterdam (Westindische Buurt),"€1,575 per month",62 m²,62 m²
Apartment Molenstraat,2513 BH Den Haag (Kortenbos),"€2,250 per month",69 m²,69 m²
Apartment Keizerstraat,2584 BG Den Haag (Oud Scheveningen),"€1,495 per month",135 m²,135 m²
Apartment Hermonlaan,3061 BH Rotterdam (Kralingen West),"€1,500 per month",81 m²,81 m²
House Torenlaan 60,3743 HJ Baarn (Pekingpark),"€2,900 per month",152 m²,152 m²
Apartment Govert Flinckstraat,1072 EM Amsterdam (Oude Pijp),"€2,850 per month",84 m²,84 m²
Apartment Nieuwe Binnenweg,3021 GD Rotterdam (Middelland),"€2,495 per month",175 m²,175 m²
House Noorderbalgen,8862 DW Harlingen (Oosterpark),"€1,250 per month",130 m²,130 m²
Apartment Badstraat,2225 BL Katwijk (Centrum),"€1,350 per month",70 m²,70 m²
Apartment Oudegracht,3511 AB Utrecht (Wijk C),"€1,625 per month",80 m²,80 m²
Apartment Nijhoffstraat,6821 BM Arnhem (St. Marten),"€1,495 per month",130 m²,130 m²
Apartment Fijnjekade 268,2521 DV Den Haag (Laakhaven-Oost),"€1,350 per month",80 m²,80 m²
Apartment Zeewindelaan 97 1e en 2e etage,2554 HB Den Haag (Kijkduin),"€1,400 per month",100 m²,100 m²
House Willem van Windenstraat,2641 GR Pijnacker (Pijnacker-Centrum/Dorp),"€1,800 per month",130 m²,130 m²
House Bachstraat 26,2901 JX Capelle aan den IJssel (Bizetbuurt),"€1,350 per month",99 m²,99 m²
Apartment Sportlaan 6,2566 LA Den Haag (Bomenbuurt),"€1,150 per month",53 m²,53 m²
Apartment Pieter Lastmankade 30 D,1075 KK Amsterdam (Willemspark),"€8,500 per month",216 m²,216 m²
Apartment Zoetestraat 23 A,2011 PP Haarlem (Binnenstad),"€1,700 per month",90 m²,90 m²
Apartment Sandenburg,2036 PJ Haarlem (De Burgen),"€1,395 per month",65 m²,65 m²
Apartment Kleiburg 735,"1104 EA Amsterdam (Bijlmer Oost (E,G,K))","€1,350 per month",70 m²,70 m²
Apartment Louise de Colignystraat,1055 XL Amsterdam (Landlust),"€1,600 per month",59 m²,59 m²
Apartment Schippersgracht,1011 TS Amsterdam (Nieuwmarkt/Lastage),"€2,350 per month",90 m²,90 m²
House Boomsweg 1 101,7645 AA Hoge Hexel (Verspreide huizen Hooge-Hexel),"€1,050 per month",110 m²,110 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Ganzepeppel 31,"7041 HE 's-Heerenberg ('s-Heerenberg, oostelijke uitbreiding)",€850 per month,100 m²,100 m²
Apartment Schippersstraat,1011 AZ Amsterdam (Nieuwmarkt/Lastage),"€1,675 per month",50 m²,50 m²
Apartment Stadhouderslaan,2517 HW Den Haag (Stadhoudersplantsoen),"€1,195 per month",50 m²,50 m²
Apartment Zijpenberg,2905 RS Capelle aan den IJssel (Bergenbuurt),"€1,145 per month",65 m²,65 m²
Apartment Verbeekstraat 3 M,2332 CA Leiden (Lage Mors),"€1,500 per month",76 m²,76 m²
Apartment Eschertoren 9 A,2316 ET Leiden (Groenoord),"€1,550 per month",76 m²,76 m²
Apartment Verbeekstraat 8,2332 CA Leiden (Lage Mors),"€1,550 per month",58 m²,58 m²
Apartment Verbeekstraat 1 A2,2332 CA Leiden (Lage Mors),"€1,500 per month",67 m²,67 m²
House Durgerdammerdijk 127 voor,1026 CG Amsterdam (Waterland),"€2,450 per month",100 m²,100 m²
Apartment Gustav Mahlerplein 175,1082 MS Amsterdam (Zuidas),"€2,250 per month",87 m²,87 m²
Apartment Olof Palmehof,1314 WC Almere (Centrum Almere Stad),"€1,400 per month",86 m²,86 m²
Apartment Lombardkade,3031 AH Rotterdam (Rubroek),"€1,300 per month",66 m²,66 m²
House Dubbestraat,"5674 AE Nuenen (Verspreide huizen Boord, Opwetten)","€3,650 per month",158 m²,158 m²
House Palankastraat,6301 ZM Valkenburg (Valkenburg),"€1,650 per month",120 m²,120 m²
Apartment Boterbloemstraat,1032 LV Amsterdam (Noordelijke IJ-oevers West),"€1,750 per month",85 m²,85 m²
Apartment Markt 30,6811 CH Arnhem (Markt),"€1,000 per month",100 m²,100 m²
Apartment Rolandseck 101,6865 AE Doorwerth (Doorwerth Zuid),"€1,250 per month",100 m²,100 m²
Apartment de Beente,6229 AV Maastricht (Heugem),"€1,295 per month",95 m²,95 m²
Apartment Ridderstraat,4101 BK Culemborg (Oude Binnenstad en Nieuwstad),€500 per month,40 m²,40 m²
Apartment Marsmanplein,2025 DT Haarlem (Schrijversbuurt),"€1,395 per month",81 m²,81 m²
Apartment Douzastraat,2581 RZ Den Haag (Geuzenkwartier),"€1,195 per month",80 m²,80 m²
Apartment Frans Halsplein,3117 WE Schiedam (Schildersbuurt),"€1,095 per month",55 m²,55 m²
Apartment Henricus van Cappenbergweg,9977 RW Kloosterburen (Molenrij),€725 per month,40 m²,40 m²
Apartment Langswater,1069 ED Amsterdam (De Punt),"€1,450 per month",60 m²,60 m²
Studio Eef Kamerbeekstraat,1095 MP Amsterdam (Zeeburgereiland/Nieuwe Diep),"€1,350 per month",37 m²,37 m²
Apartment Jodenbreestraat,1011 NS Amsterdam (Nieuwmarkt/Lastage),"€2,995 per month",120 m²,120 m²
Apartment Tooropstraat,6521 NR Nijmegen (Altrade),"€1,575 per month",71 m²,71 m²
Apartment Ferdinand Bolstraat,1072 LC Amsterdam (Oude Pijp),"€1,550 per month",42 m²,42 m²
Apartment Venetiëhof 67,1019 NB Amsterdam (Oostelijk Havengebied),"€2,500 per month",102 m²,102 m²
Apartment Louise de Colignylaan 57,2224 VT Katwijk (Koestal),"€1,175 per month",67 m²,67 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Weezenhof,6536 BK Nijmegen (Weezenhof),"€1,425 per month",141 m²,141 m²
Apartment Bellevuelaan 91,2012 BX Haarlem (Welgelegen),"€1,285 per month",59 m²,59 m²
Apartment Tienenwal 4 E,1821 AG Alkmaar (Schermereiland en Omval),€685 per month,35 m²,35 m²
Apartment Mauritsstraat,3012 CJ Rotterdam (Cool),"€1,050 per month",55 m²,55 m²
Apartment Buitenhof,1421 LB Uithoorn (Legmeer),"€1,500 per month",101 m²,101 m²
Apartment Meander 433,1181 WN Amstelveen (Stadshart),"€1,795 per month",100 m²,100 m²
House Kerkstraat,6901 AA Zevenaar (Centrum),"€1,500 per month",150 m²,150 m²
House Piet Heinstraat 1 A,2202 KR Noordwijk (Dorpskern),"€1,100 per month",58 m²,58 m²
Apartment Galgewater 10,2311 VZ Leiden (Academiewijk),"€1,195 per month",51 m²,51 m²
House Biscayestraat 10,8303 ET Emmeloord (Emmeloord-Espelervaart-Bergenbuurt),"€1,378 per month",134 m²,134 m²
Room Langekerkstraat 1 3,6851 BM Huissen (Oude Stad Huissen),€495 per month,22 m²,22 m²
Apartment Villawal 154,3432 NX Nieuwegein (Merwestein),"€1,200 per month",61 m²,61 m²
Apartment Voorstraat 56 a,4702 ES Roosendaal (Sint Josephbuurt),€870 per month,75 m²,75 m²
Apartment Neuweg,1211 LV Hilversum (Centrum),"€1,180 per month",60 m²,60 m²
Apartment Mr P J Oudweg,3214 XN Zuidland (Kern Zuidland),"€1,295 per month",78 m²,78 m²
